"kön","utbildningsområde MYH","region (hemlän)","utbildningens studietakt","Antal ansökningar 2020","Antal ansökningar 2021","Antal ansökningar 2022","Antal ansökningar 2023","Antal ansökningar 2024","Antal sökande 2020","Antal sökande 2021","Antal sökande 2022","Antal sökande 2023","Antal sökande 2024","Antal behöriga sökande 2020","Antal behöriga sökande 2021","Antal behöriga sökande 2022","Antal behöriga sökande 2023","Antal behöriga sökande 2024","Antal antagna vid start 2020","Antal antagna vid start 2021","Antal antagna vid start 2022","Antal antagna vid start 2023","Antal antagna vid start 2024"
"totalt","Samhällsbyggnad och byggteknik"," Norrbottens län","Heltid",7,4,4,17,12,7,4,3,14,11,6,4,3,13,3,4,4,3,9,3
"totalt","Samhällsbyggnad och byggteknik"," Norrbottens län","Deltid",5,9,28,47,48,5,7,22,32,37,3,4,17,27,27,0,4,14,20,19
"totalt","Samhällsbyggnad och byggteknik","Uppgift saknas","Totalt",9,6,26,39,62,6,6,19,24,39,5,0,9,18,22,3,0,4,15,16
"totalt","Samhällsbyggnad och byggteknik","Uppgift saknas","Heltid",3,0,4,10,12,3,3,4,7,11,3,3,3,6,4,0,0,0,5,0
"totalt","Samhällsbyggnad och byggteknik","Uppgift saknas","Deltid",6,4,22,29,50,4,4,16,19,30,3,3,6,13,18,3,0,3,11,14
"totalt","Säkerhetstjänster","Samtliga län","Totalt",154,197,274,484,831,134,182,233,368,712,115,149,191,344,641,74,90,147,264,476
"totalt","Säkerhetstjänster","Samtliga län","Heltid",0,0,70,96,0,0,0,70,96,0,0,0,67,92,0,0,0,42,15,0
"totalt","Säkerhetstjänster","Samtliga län","Deltid",154,197,204,388,831,134,182,184,349,712,115,149,145,328,641,74,90,114,252,476
"totalt","Säkerhetstjänster"," Stockholms län","Totalt",86,106,109,201,347,73,97,92,150,294,62,76,76,145,262,42,48,59,115,202
"totalt","Säkerhetstjänster"," Stockholms län","Heltid",0,0,30,46,0,0,0,30,46,0,0,0,28,45,0,0,0,17,8,0
"totalt","Säkerhetstjänster"," Stockholms län","Deltid",86,106,79,155,347,73,97,72,142,294,62,76,58,138,262,42,48,44,109,202
"totalt","Säkerhetstjänster"," Uppsala län","Totalt",8,14,11,29,48,7,13,10,23,41,7,9,9,20,34,4,7,6,17,28
"totalt","Säkerhetstjänster"," Uppsala län","Heltid",0,0,3,5,0,0,0,3,5,0,0,0,3,5,0,0,0,3,3,0
"totalt","Säkerhetstjänster"," Uppsala län","Deltid",8,14,8,24,48,7,13,8,21,41,7,9,7,18,34,4,7,4,15,28
"totalt","Säkerhetstjänster"," Södermanlands län","Totalt",3,5,9,7,19,3,5,8,6,17,3,5,7,6,15,0,3,5,4,12
"totalt","Säkerhetstjänster"," Södermanlands län","Heltid",0,0,4,3,0,0,0,4,0,0,0,0,3,3,0,0,0,3,0,0
"totalt","Säkerhetstjänster"," Södermanlands län","Deltid",3,5,5,6,19,3,5,5,6,17,0,5,5,6,15,3,3,3,4,12
"totalt","Säkerhetstjänster"," Östergötlands län","Totalt",6,4,15,20,34,5,4,14,17,29,4,4,8,17,27,0,3,4,13,18
"totalt","Säkerhetstjänster"," Östergötlands län","Heltid",0,0,4,4,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Östergötlands län","Deltid",6,4,11,16,34,5,4,10,16,29,4,4,4,16,27,0,3,3,12,18
"totalt","Säkerhetstjänster"," Jönköpings län","Totalt",0,0,10,10,9,0,3,7,9,8,0,0,5,7,8,0,3,5,4,6
"totalt","Säkerhetstjänster"," Jönköpings län","Heltid",0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Jönköpings län","Deltid",0,3,8,8,9,0,0,6,8,8,0,3,4,7,8,0,0,4,4,6
"totalt","Säkerhetstjänster"," Kronobergs län","Totalt",3,0,6,0,4,3,0,6,0,4,3,0,5,0,0,0,0,5,0,3
"totalt","Säkerhetstjänster"," Kronobergs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Kronobergs län","Deltid",3,0,6,0,4,3,3,6,0,4,3,3,5,0,3,0,0,5,0,3
"totalt","Säkerhetstjänster"," Kalmar län","Totalt",0,0,0,3,10,0,0,0,3,7,0,0,0,3,7,0,0,0,0,4
"totalt","Säkerhetstjänster"," Kalmar län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Kalmar län","Deltid",0,3,0,0,10,0,3,0,0,7,0,0,0,0,7,0,3,0,0,4
"totalt","Säkerhetstjänster"," Gotlands län","Totalt",0,0,3,3,9,0,0,3,0,7,0,0,0,0,7,0,0,3,3,4
"totalt","Säkerhetstjänster"," Gotlands län","Heltid",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Gotlands län","Deltid",0,0,0,0,9,0,0,0,0,7,0,0,0,0,7,0,0,0,0,4
"totalt","Säkerhetstjänster"," Blekinge län","Totalt",3,3,3,6,17,0,0,3,4,11,0,0,0,4,10,0,0,0,4,5
"totalt","Säkerhetstjänster"," Blekinge län","Heltid",0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Blekinge län","Deltid",3,3,3,3,17,3,0,3,3,11,0,0,0,3,10,3,0,0,3,5
"totalt","Säkerhetstjänster"," Skåne län","Totalt",16,13,38,35,76,15,12,34,25,70,14,10,27,24,63,8,5,22,18,46
"totalt","Säkerhetstjänster"," Skåne län","Heltid",0,0,6,7,0,0,0,6,7,0,0,0,6,6,0,0,0,3,3,0
"totalt","Säkerhetstjänster"," Skåne län","Deltid",16,13,32,28,76,15,12,29,25,70,14,10,22,24,63,8,5,19,17,46
"totalt","Säkerhetstjänster"," Hallands län","Totalt",0,5,0,6,24,0,5,0,6,22,0,5,3,6,21,0,0,0,3,14
"totalt","Säkerhetstjänster"," Hallands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Hallands län","Deltid",0,5,3,6,24,3,5,3,6,22,0,5,0,6,21,0,0,0,3,14
"totalt","Säkerhetstjänster"," Västra Götalands län","Totalt",20,18,39,102,104,19,16,28,74,90,15,13,26,65,80,10,7,18,48,59
"totalt","Säkerhetstjänster"," Västra Götalands län","Heltid",0,0,15,18,0,0,0,15,18,0,0,0,15,17,0,0,0,9,3,0
"totalt","Säkerhetstjänster"," Västra Götalands län","Deltid",20,18,24,84,104,19,16,19,70,90,15,13,17,62,80,10,7,14,48,59
"totalt","Säkerhetstjänster"," Värmlands län","Totalt",3,3,4,0,17,0,3,4,0,13,0,3,3,0,13,0,0,0,0,8
"totalt","Säkerhetstjänster"," Värmlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Värmlands län","Deltid",0,3,4,0,17,3,3,4,0,13,0,3,3,0,13,0,0,0,0,8
"totalt","Säkerhetstjänster"," Örebro län","Totalt",3,6,0,18,19,0,6,3,15,17,0,6,3,15,17,3,4,0,12,14
"totalt","Säkerhetstjänster"," Örebro län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Örebro län","Deltid",3,6,3,16,19,3,6,0,15,17,3,6,0,15,17,0,4,3,12,14
"totalt","Säkerhetstjänster"," Västmanlands län","Totalt",4,7,10,9,24,3,7,7,8,19,3,6,7,5,18,0,4,6,3,12
"totalt","Säkerhetstjänster"," Västmanlands län","Heltid",0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Västmanlands län","Deltid",4,7,9,9,24,3,7,7,8,19,0,6,7,5,18,0,4,6,3,12
"totalt","Säkerhetstjänster"," Dalarnas län","Totalt",0,3,0,4,4,0,3,3,3,4,0,3,0,3,4,0,0,3,0,3
"totalt","Säkerhetstjänster"," Dalarnas län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Dalarnas län","Deltid",0,0,3,3,4,0,0,0,3,4,0,3,0,0,4,0,0,0,0,0
"totalt","Säkerhetstjänster"," Gävleborgs län","Totalt",0,3,4,10,18,0,3,4,6,17,0,3,3,6,15,0,0,0,6,10
"totalt","Säkerhetstjänster"," Gävleborgs län","Heltid",0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0
"totalt","Säkerhetstjänster"," Gävleborgs län","Deltid",0,3,4,7,18,0,3,4,6,17,0,0,0,6,15,0,3,3,5,10
"totalt","Säkerhetstjänster"," Västernorrlands län","Totalt",0,0,3,7,11,0,3,3,5,9,0,3,3,5,7,0,0,0,3,6
"totalt","Säkerhetstjänster"," Västernorrlands län","Heltid",0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Västernorrlands län","Deltid",0,0,0,6,11,0,3,0,5,9,0,0,0,5,7,0,0,3,3,6
"totalt","Säkerhetstjänster"," Jämtlands län","Totalt",0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,7
"totalt","Säkerhetstjänster"," Jämtlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Jämtlands län","Deltid",0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0,0,0,7
"totalt","Säkerhetstjänster"," Västerbottens län","Totalt",0,0,4,3,12,0,0,4,3,10,0,0,3,3,10,0,0,3,0,8
"totalt","Säkerhetstjänster"," Västerbottens län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Västerbottens län","Deltid",0,0,3,3,12,0,0,3,3,10,0,3,0,3,10,0,3,0,3,8
"totalt","Säkerhetstjänster"," Norrbottens län","Totalt",3,4,3,12,9,3,4,3,9,9,3,4,3,9,9,3,3,3,8,7
"totalt","Säkerhetstjänster"," Norrbottens län","Heltid",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster"," Norrbottens län","Deltid",3,4,3,11,9,3,4,3,9,9,3,4,0,9,9,3,3,3,8,7
"totalt","Säkerhetstjänster","Uppgift saknas","Totalt",0,3,3,0,7,0,0,3,3,5,0,0,0,3,3,0,0,3,3,3
"totalt","Säkerhetstjänster","Uppgift saknas","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Säkerhetstjänster","Uppgift saknas","Deltid",0,3,3,3,7,0,0,3,3,5,0,0,3,3,3,0,0,0,0,3
"totalt","Teknik och tillverkning","Samtliga län","Totalt",1476,1137,1545,2456,4059,1258,1043,1403,2054,3287,966,817,937,1515,2404,763,645,831,1220,1891
"totalt","Teknik och tillverkning","Samtliga län","Heltid",613,273,444,1337,1792,581,262,409,1105,1518,468,204,319,836,1004,394,173,281,679,838
"totalt","Teknik och tillverkning","Samtliga län","Deltid",863,864,1101,1119,2267,714,796,1022,1032,1919,513,622,636,724,1490,378,479,562,561,1105
"totalt","Teknik och tillverkning"," Stockholms län","Totalt",275,223,310,505,867,234,196,273,413,684,160,143,169,278,478,112,92,152,224,339
"totalt","Teknik och tillverkning"," Stockholms län","Heltid",70,35,84,263,292,61,33,70,210,248,41,23,46,134,135,29,17,42,107,104
"totalt","Teknik och tillverkning"," Stockholms län","Deltid",205,188,226,242,575,182,166,212,225,470,120,123,128,156,356,83,78,112,121,245
"totalt","Teknik och tillverkning"," Uppsala län","Totalt",33,33,45,80,110,30,30,42,65,101,15,22,28,47,64,10,18,23,36,50
"totalt","Teknik och tillverkning"," Uppsala län","Heltid",15,9,12,50,46,13,8,11,39,41,7,6,10,29,22,5,5,7,24,18
"totalt","Teknik och tillverkning"," Uppsala län","Deltid",18,24,33,30,64,17,22,32,29,61,8,16,19,20,42,5,13,16,13,32
"totalt","Teknik och tillverkning"," Södermanlands län","Totalt",19,11,29,54,103,17,11,29,44,87,12,8,21,29,67,9,6,19,25,59
"totalt","Teknik och tillverkning"," Södermanlands län","Heltid",14,3,8,34,56,12,3,8,28,48,9,0,6,19,34,6,3,6,17,29
"totalt","Teknik och tillverkning"," Södermanlands län","Deltid",5,9,21,20,47,5,9,21,19,43,3,6,15,11,37,3,4,13,8,30
"totalt","Teknik och tillverkning"," Östergötlands län","Totalt",33,23,28,76,156,27,20,23,60,119,21,19,13,43,87,15,16,13,33,68
"totalt","Teknik och tillverkning"," Östergötlands län","Heltid",12,5,9,46,65,12,5,7,34,52,9,5,4,26,32,8,5,4,20,25
"totalt","Teknik och tillverkning"," Östergötlands län","Deltid",21,18,19,30,91,16,16,18,28,76,13,14,10,18,59,7,11,10,14,45
"totalt","Teknik och tillverkning"," Jönköpings län","Totalt",44,32,55,73,95,39,31,52,65,83,33,25,44,49,68,22,21,40,40,55
"totalt","Teknik och tillverkning"," Jönköpings län","Heltid",19,8,8,30,33,18,8,8,25,27,14,6,6,19,19,9,3,6,15,15
"totalt","Teknik och tillverkning"," Jönköpings län","Deltid",25,24,47,43,62,23,24,45,43,58,21,20,39,31,50,14,18,35,25,40
"totalt","Teknik och tillverkning"," Kronobergs län","Totalt",24,22,24,35,60,18,21,22,31,53,13,16,19,25,37,8,16,17,21,28
"totalt","Teknik och tillverkning"," Kronobergs län","Heltid",14,5,3,21,28,13,5,3,18,24,9,0,3,15,12,5,0,3,13,11
"totalt","Teknik och tillverkning"," Kronobergs län","Deltid",10,17,21,14,32,8,17,19,14,30,4,15,16,10,26,3,15,15,8,17
"totalt","Teknik och tillverkning"," Kalmar län","Totalt",77,41,25,40,56,71,41,23,35,49,66,37,16,25,35,66,35,12,20,27
"totalt","Teknik och tillverkning"," Kalmar län","Heltid",8,3,3,18,28,7,3,3,17,23,5,0,3,15,13,4,0,0,10,8
"totalt","Teknik och tillverkning"," Kalmar län","Deltid",69,39,22,22,28,65,39,20,21,26,62,36,14,11,22,62,34,11,10,19
"totalt","Teknik och tillverkning"," Gotlands län","Totalt",3,4,7,17,20,3,4,7,12,13,3,3,6,11,8,3,0,6,8,7
"totalt","Teknik och tillverkning"," Gotlands län","Heltid",0,0,0,6,7,0,0,3,4,6,0,0,3,4,3,0,0,3,3,3
"totalt","Teknik och tillverkning"," Gotlands län","Deltid",3,4,6,11,13,3,4,6,10,8,3,3,5,8,6,3,0,5,6,6
"totalt","Teknik och tillverkning"," Blekinge län","Totalt",17,5,22,25,52,14,5,18,16,42,10,5,15,13,33,6,5,12,8,28
"totalt","Teknik och tillverkning"," Blekinge län","Heltid",7,0,7,16,25,6,3,6,9,21,3,0,5,6,16,3,3,3,3,14
"totalt","Teknik och tillverkning"," Blekinge län","Deltid",10,4,15,9,27,9,4,14,8,23,7,4,11,8,18,4,4,9,6,15
"totalt","Teknik och tillverkning"," Skåne län","Totalt",158,114,172,303,514,143,104,160,265,441,88,76,103,207,292,62,59,90,155,220
"totalt","Teknik och tillverkning"," Skåne län","Heltid",56,25,31,176,206,55,23,29,156,187,41,17,21,116,111,33,13,18,85,87
"totalt","Teknik och tillverkning"," Skåne län","Deltid",102,89,141,127,308,91,83,134,118,276,47,60,85,93,196,29,47,75,71,141
"totalt","Teknik och tillverkning"," Hallands län","Totalt",39,38,52,75,126,37,32,48,52,108,30,28,39,38,86,22,24,37,32,67
"totalt","Teknik och tillverkning"," Hallands län","Heltid",23,9,16,31,40,23,9,16,21,36,21,8,14,17,23,17,8,13,13,17
"totalt","Teknik och tillverkning"," Hallands län","Deltid",16,29,36,44,86,14,23,33,36,77,9,20,26,25,67,5,16,25,22,50
"totalt","Teknik och tillverkning"," Västra Götalands län","Totalt",558,379,499,688,1035,443,356,463,577,779,384,285,309,442,599,334,228,271,384,498
"totalt","Teknik och tillverkning"," Västra Götalands län","Heltid",287,118,151,356,495,278,114,146,300,387,250,91,128,258,282,234,80,114,230,256
"totalt","Teknik och tillverkning"," Västra Götalands län","Deltid",271,261,348,332,540,179,243,320,294,435,144,195,182,196,347,108,149,158,161,265
"totalt","Teknik och tillverkning"," Värmlands län","Totalt",18,10,21,44,75,17,10,16,41,66,12,8,12,33,53,9,8,12,28,45
"totalt","Teknik och tillverkning"," Värmlands län","Heltid",8,3,4,21,37,8,3,4,19,35,6,3,3,15,26,5,3,3,14,24
"totalt","Teknik och tillverkning"," Värmlands län","Deltid",10,8,17,23,38,9,8,13,23,33,6,6,10,18,28,4,6,10,14,21
"totalt","Teknik och tillverkning"," Örebro län","Totalt",21,19,29,78,140,17,16,25,69,116,14,11,16,46,94,11,9,13,34,78
"totalt","Teknik och tillverkning"," Örebro län","Heltid",13,5,13,30,68,10,4,11,26,59,9,3,9,14,47,8,3,7,9,40
"totalt","Teknik och tillverkning"," Örebro län","Deltid",8,14,16,48,72,7,13,14,45,62,5,8,7,33,51,3,6,6,26,40
"totalt","Teknik och tillverkning"," Västmanlands län","Totalt",50,40,77,91,171,50,37,65,79,134,39,29,36,46,104,29,25,34,38,83
"totalt","Teknik och tillverkning"," Västmanlands län","Heltid",24,14,21,53,99,24,14,20,45,83,17,12,14,27,64,12,9,13,21,53
"totalt","Teknik och tillverkning"," Västmanlands län","Deltid",26,26,56,38,72,26,25,47,38,60,22,17,24,21,44,17,16,23,17,31
"totalt","Teknik och tillverkning"," Dalarnas län","Totalt",26,32,40,46,74,26,32,39,41,59,22,25,29,32,36,18,22,27,23,22
"totalt","Teknik och tillverkning"," Dalarnas län","Heltid",5,15,23,30,43,5,15,22,26,36,4,14,16,19,18,3,13,15,16,12
"totalt","Teknik och tillverkning"," Dalarnas län","Deltid",21,17,17,16,31,21,17,17,16,25,18,11,13,13,19,15,9,12,7,11
"totalt","Teknik och tillverkning"," Gävleborgs län","Totalt",32,34,34,28,81,25,28,27,22,69,14,24,15,14,49,7,22,13,8,41
"totalt","Teknik och tillverkning"," Gävleborgs län","Heltid",13,6,14,15,34,11,5,10,9,31,8,4,7,6,18,4,3,6,4,16
"totalt","Teknik och tillverkning"," Gävleborgs län","Deltid",19,28,20,13,47,16,23,17,13,40,6,20,8,8,33,3,19,7,4,27
"totalt","Teknik och tillverkning"," Västernorrlands län","Totalt",12,28,21,31,82,12,23,20,27,77,7,15,14,18,63,6,10,13,15,55
"totalt","Teknik och tillverkning"," Västernorrlands län","Heltid",7,5,15,18,56,7,5,14,15,54,4,3,10,10,43,4,3,9,8,37
"totalt","Teknik och tillverkning"," Västernorrlands län","Deltid",5,23,6,13,26,5,20,6,13,25,3,14,4,9,21,3,9,4,7,18
"totalt","Teknik och tillverkning"," Jämtlands län","Totalt",7,5,4,27,32,7,5,4,23,24,4,5,3,21,16,3,4,3,16,11
"totalt","Teknik och tillverkning"," Jämtlands län","Heltid",3,3,0,17,15,3,3,3,14,13,3,3,0,13,7,0,3,3,10,5
"totalt","Teknik och tillverkning"," Jämtlands län","Deltid",4,3,3,10,17,4,3,3,9,13,3,3,3,8,10,3,0,3,6,6
"totalt","Teknik och tillverkning"," Västerbottens län","Totalt",5,7,10,59,74,5,7,10,49,67,3,3,7,42,53,0,3,5,34,42
"totalt","Teknik och tillverkning"," Västerbottens län","Heltid",4,3,3,51,42,4,3,3,42,39,3,0,3,36,34,0,0,3,29,28
"totalt","Teknik och tillverkning"," Västerbottens län","Deltid",0,6,7,8,32,3,6,7,8,29,0,3,4,7,20,0,3,3,5,15
"totalt","Teknik och tillverkning"," Norrbottens län","Totalt",8,23,19,40,71,7,20,17,31,65,5,19,12,26,46,3,14,11,20,41
"totalt","Teknik och tillverkning"," Norrbottens län","Heltid",0,3,9,29,56,0,3,8,25,51,0,3,6,21,32,0,0,5,17,28
"totalt","Teknik och tillverkning"," Norrbottens län","Deltid",7,21,10,11,15,6,19,10,8,14,5,18,6,7,14,3,13,6,4,13
"totalt","Teknik och tillverkning","Uppgift saknas","Totalt",17,14,22,41,65,16,14,20,37,51,12,11,11,30,36,9,7,8,18,27
"totalt","Teknik och tillverkning","Uppgift saknas","Heltid",10,0,8,26,21,10,0,8,23,17,7,0,4,17,13,5,0,3,12,9
"totalt","Teknik och tillverkning","Uppgift saknas","Deltid",7,13,14,15,44,7,13,14,14,35,5,11,8,13,24,4,7,5,6,18
"totalt","Transporttjänster","Samtliga län","Totalt",45,201,308,34,181,40,200,306,34,178,38,107,122,26,71,25,73,93,21,57
"totalt","Transporttjänster","Samtliga län","Heltid",0,84,270,0,150,0,84,268,0,147,0,34,95,0,49,0,32,70,0,39
"totalt","Transporttjänster","Samtliga län","Deltid",45,117,38,34,31,40,117,38,34,31,38,74,27,26,22,25,41,23,21,18
"totalt","Transporttjänster"," Stockholms län","Totalt",4,38,75,3,17,4,37,73,3,16,3,23,33,0,7,3,16,26,0,6
"totalt","Transporttjänster"," Stockholms län","Heltid",0,18,69,0,16,0,18,67,0,15,0,9,29,0,6,0,9,22,0,5
"totalt","Transporttjänster"," Stockholms län","Deltid",4,20,6,3,3,4,20,6,3,3,3,15,4,3,0,0,7,4,0,0
"totalt","Transporttjänster"," Uppsala län","Totalt",0,5,12,0,5,0,5,12,0,4,0,3,3,3,3,0,3,0,3,3
"totalt","Transporttjänster"," Uppsala län","Heltid",0,4,11,0,5,0,4,11,0,4,0,0,0,0,3,0,0,3,0,3
"totalt","Transporttjänster"," Uppsala län","Deltid",0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0
"totalt","Transporttjänster"," Södermanlands län","Totalt",0,3,16,0,3,0,3,16,0,3,0,0,4,0,0,0,0,3,0,0
"totalt","Transporttjänster"," Södermanlands län","Heltid",0,0,16,0,3,0,0,16,0,3,0,0,4,0,3,0,0,3,0,0
"totalt","Transporttjänster"," Södermanlands län","Deltid",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Östergötlands län","Totalt",0,7,16,0,4,0,7,16,0,4,0,3,3,0,3,0,3,3,0,3
"totalt","Transporttjänster"," Östergötlands län","Heltid",0,4,15,0,4,0,4,15,0,4,0,3,3,0,3,0,3,0,0,0
"totalt","Transporttjänster"," Östergötlands län","Deltid",0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0
"totalt","Transporttjänster"," Jönköpings län","Totalt",0,6,9,0,5,0,6,9,0,5,0,4,5,0,0,0,3,4,0,0
"totalt","Transporttjänster"," Jönköpings län","Heltid",0,4,5,0,5,0,4,5,0,5,0,3,3,0,0,0,3,0,0,0
"totalt","Transporttjänster"," Jönköpings län","Deltid",0,3,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0
"totalt","Transporttjänster"," Kronobergs län","Totalt",0,0,6,0,3,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3
"totalt","Transporttjänster"," Kronobergs län","Heltid",0,0,5,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Kronobergs län","Deltid",0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Kalmar län","Totalt",0,3,4,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0
"totalt","Transporttjänster"," Kalmar län","Heltid",0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Kalmar län","Deltid",0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Gotlands län","Totalt",0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"totalt","Transporttjänster"," Gotlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Blekinge län","Totalt",0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Blekinge län","Heltid",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Blekinge län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Skåne län","Totalt",7,28,37,0,10,5,28,37,3,10,5,13,13,0,4,5,9,8,0,3
"totalt","Transporttjänster"," Skåne län","Heltid",0,15,32,0,9,0,15,32,0,9,0,5,10,0,3,0,5,6,0,3
"totalt","Transporttjänster"," Skåne län","Deltid",7,13,5,0,3,5,13,5,0,0,5,8,3,0,0,5,4,0,0,0
"totalt","Transporttjänster"," Hallands län","Totalt",3,8,9,4,10,0,8,9,4,10,3,7,5,4,3,0,4,4,3,0
"totalt","Transporttjänster"," Hallands län","Heltid",0,4,8,0,10,0,4,8,0,10,0,3,4,0,3,0,3,3,0,3
"totalt","Transporttjänster"," Hallands län","Deltid",3,4,0,4,0,0,4,0,4,0,3,4,3,4,0,0,3,0,3,0
"totalt","Transporttjänster"," Västra Götalands län","Totalt",32,49,59,23,107,29,49,59,23,107,29,26,27,18,40,18,21,21,14,30
"totalt","Transporttjänster"," Västra Götalands län","Heltid",0,12,45,0,80,0,12,45,0,80,0,3,17,0,21,0,0,13,0,13
"totalt","Transporttjänster"," Västra Götalands län","Deltid",32,37,14,23,27,29,37,14,23,27,29,23,10,18,19,18,19,8,14,17
"totalt","Transporttjänster"," Värmlands län","Totalt",0,0,3,0,3,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0
"totalt","Transporttjänster"," Värmlands län","Heltid",0,3,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3
"totalt","Transporttjänster"," Värmlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Örebro län","Totalt",0,6,12,0,3,0,6,12,0,3,0,3,5,0,0,0,0,5,0,0
"totalt","Transporttjänster"," Örebro län","Heltid",0,3,10,0,0,0,3,10,0,0,0,3,3,0,0,0,0,3,0,0
"totalt","Transporttjänster"," Örebro län","Deltid",0,3,0,3,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0
"totalt","Transporttjänster"," Västmanlands län","Totalt",0,5,7,0,3,0,5,7,0,3,0,0,3,0,3,0,0,3,0,0
"totalt","Transporttjänster"," Västmanlands län","Heltid",0,3,7,0,3,0,3,7,0,3,0,0,0,0,3,0,0,3,0,0
"totalt","Transporttjänster"," Västmanlands län","Deltid",0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Dalarnas län","Totalt",0,4,8,0,0,0,4,8,0,3,0,3,3,0,0,0,0,3,0,0
"totalt","Transporttjänster"," Dalarnas län","Heltid",0,0,8,0,3,0,3,8,0,3,0,0,3,0,0,0,0,3,0,0
"totalt","Transporttjänster"," Dalarnas län","Deltid",0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Gävleborgs län","Totalt",0,4,8,0,0,0,4,8,0,0,0,0,4,0,0,0,0,3,0,0
"totalt","Transporttjänster"," Gävleborgs län","Heltid",0,0,7,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Gävleborgs län","Deltid",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"totalt","Transporttjänster"," Västernorrlands län","Totalt",0,9,7,0,0,0,9,7,0,0,0,6,0,0,0,0,5,0,0,0
"totalt","Transporttjänster"," Västernorrlands län","Heltid",0,6,7,0,0,0,6,7,0,0,0,3,3,0,0,0,3,0,0,0
